# SA-based monitor
# Formula: G∀x:w.(¬q(x) ∨ ((¬u(x) ∧ ¬r(x)) U (r(x) ∨ ((u(x) ∧ ¬r(x)) U (r(x) ∨ ((¬u(x) ∧ ¬r(x)) U (r(x) ∨ ((u(x) ∧ ¬r(x)) U (r(x) ∨ (((¬u(x) U r(x)) ∨ G¬u(x)) ∨ Gu(x)))))))))))
# Trace-length: 10000
# Size-lookup-table: 1785
#
# Ev-sz = Event-size, M-sz = Mon-size, Exec-ms = Execution time in ms, #mons = Total num mons
# M#runs / M#rs = max number of runs, MLruns / MLrs = max length runs, AV#runs / AV#rs = avg number of runs, AVLruns / AVLrs = avg length of runs
#
#Time	Ev-sz	M-sz	Exec-ms	#mons	M#runs	MLruns	MLobl	AV#runs	AVLruns	AVLobl	L0#mons	L0M#rs	L0MLrs	L0MLobl	L0AV#rs	L0AVLrs	L0AVLo	L1#mons	L1M#rs	L1MLrs	L1MLobl	L1AV#rs	L1AVLrs	L1AVLo
40	0	122	4	3	55	3	2	30.0	1.33	0.5	2	55	1	0	55.0	1.0	0.0	1	5	3	2	5.0	2.0	1.5
41	3	181	6	4	55	4	2	30.5	1.38	0.38	3	55	1	0	55.0	1.0	0.0	1	6	4	2	6.0	2.5	1.5
42	0	122	4	3	55	3	2	30.0	1.33	0.5	2	55	1	0	55.0	1.0	0.0	1	5	3	2	5.0	2.0	1.5
43	2	181	6	4	55	4	2	30.5	1.38	0.38	3	55	1	0	55.0	1.0	0.0	1	6	4	2	6.0	2.5	1.5
44	3	240	8	5	55	5	2	31.0	1.4	0.3	4	55	1	0	55.0	1.0	0.0	1	7	5	2	7.0	3.0	1.5
45	3	62	4	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
46	0	62	2	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
47	2	62	2	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
48	3	62	3	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
49	1	62	2	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
50	1	62	2	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
51	3	62	2	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
52	2	178	5	4	55	2	4	30.0	1.13	0.63	3	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
53	1	178	6	4	55	2	4	30.0	1.13	0.63	3	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
54	2	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
55	4	123	6	3	55	2	4	30.0	1.17	0.83	2	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
56	3	62	3	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
57	3	62	3	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
58	4	121	5	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
59	4	237	11	5	55	3	4	30.5	1.2	0.43	4	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
60	5	180	11	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
61	2	239	10	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
62	4	239	12	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
63	2	62	5	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
64	1	121	5	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
65	3	62	4	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
66	2	121	5	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
67	4	294	13	6	55	3	6	30.5	1.17	0.47	5	55	1	0	55.0	1.0	0.0	1	6	3	6	6.0	2.0	2.83
68	2	294	9	6	55	3	6	30.5	1.17	0.47	5	55	1	0	55.0	1.0	0.0	1	6	3	6	6.0	2.0	2.83
69	1	178	5	4	55	2	4	30.0	1.13	0.63	3	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
70	0	121	4	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
71	4	180	6	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
72	4	180	6	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
73	3	241	8	5	55	4	4	31.0	1.3	0.4	4	55	1	0	55.0	1.0	0.0	1	7	4	4	7.0	2.5	2.0
74	2	241	8	5	55	4	4	31.0	1.3	0.4	4	55	1	0	55.0	1.0	0.0	1	7	4	4	7.0	2.5	2.0
75	1	180	6	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
76	3	180	6	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
77	2	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
78	1	121	4	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
79	4	180	6	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
80	3	181	7	4	55	4	2	30.5	1.38	0.38	3	55	1	0	55.0	1.0	0.0	1	6	4	2	6.0	2.5	1.5
81	4	122	6	3	55	3	2	30.0	1.33	0.5	2	55	1	0	55.0	1.0	0.0	1	5	3	2	5.0	2.0	1.5
82	2	122	3	3	55	3	2	30.0	1.33	0.5	2	55	1	0	55.0	1.0	0.0	1	5	3	2	5.0	2.0	1.5
83	0	122	4	3	55	3	2	30.0	1.33	0.5	2	55	1	0	55.0	1.0	0.0	1	5	3	2	5.0	2.0	1.5
84	4	121	5	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
85	3	121	4	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
86	1	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
87	2	181	6	4	55	4	2	30.5	1.38	0.38	3	55	1	0	55.0	1.0	0.0	1	6	4	2	6.0	2.5	1.5
88	2	182	7	4	55	5	2	30.5	1.5	0.38	3	55	1	0	55.0	1.0	0.0	1	6	5	2	6.0	3.0	1.5
89	2	298	7	6	55	6	4	31.0	1.42	0.32	5	55	1	0	55.0	1.0	0.0	1	7	6	4	7.0	3.5	1.92
90	0	181	6	4	55	4	2	30.5	1.38	0.38	3	55	1	0	55.0	1.0	0.0	1	6	4	2	6.0	2.5	1.5
91	5	121	6	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
92	5	294	9	6	55	3	6	30.5	1.17	0.47	5	55	1	0	55.0	1.0	0.0	1	6	3	6	6.0	2.0	2.83
93	3	238	9	5	55	4	4	30.5	1.3	0.42	4	55	1	0	55.0	1.0	0.0	1	6	4	4	6.0	2.5	2.09
94	1	238	7	5	55	4	4	30.5	1.3	0.42	4	55	1	0	55.0	1.0	0.0	1	6	4	4	6.0	2.5	2.09
95	2	239	8	5	55	3	4	30.5	1.2	0.57	4	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.83
96	4	243	10	5	55	4	4	31.0	1.3	0.5	4	55	1	0	55.0	1.0	0.0	1	7	4	4	7.0	2.5	2.5
97	1	243	9	5	55	4	4	31.0	1.3	0.5	4	55	1	0	55.0	1.0	0.0	1	7	4	4	7.0	2.5	2.5
98	3	186	9	4	55	4	4	31.0	1.38	0.5	3	55	1	0	55.0	1.0	0.0	1	7	4	4	7.0	2.5	2.0
99	1	63	5	2	55	2	2	29.5	1.25	0.75	1	55	1	0	55.0	1.0	0.0	1	4	2	2	4.0	1.5	1.5
100	1	63	2	2	55	2	2	29.5	1.25	0.75	1	55	1	0	55.0	1.0	0.0	1	4	2	2	4.0	1.5	1.5
101	1	122	3	3	55	3	2	30.0	1.33	0.5	2	55	1	0	55.0	1.0	0.0	1	5	3	2	5.0	2.0	1.5
102	2	178	5	4	55	2	4	30.0	1.13	0.63	3	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
103	4	237	7	5	55	3	4	30.5	1.2	0.43	4	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
104	4	241	14	5	55	4	4	31.0	1.3	0.4	4	55	1	0	55.0	1.0	0.0	1	7	4	4	7.0	2.5	2.0
105	5	180	11	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
106	1	239	10	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
107	1	239	11	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
108	2	239	10	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
109	2	298	13	6	55	5	2	31.5	1.33	0.25	5	55	1	0	55.0	1.0	0.0	1	8	5	2	8.0	3.0	1.5
110	2	239	11	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
111	4	181	12	4	55	4	2	30.5	1.38	0.38	3	55	1	0	55.0	1.0	0.0	1	6	4	2	6.0	2.5	1.5
112	3	240	10	5	55	5	2	31.0	1.4	0.3	4	55	1	0	55.0	1.0	0.0	1	7	5	2	7.0	3.0	1.5
113	3	301	9	6	55	6	4	31.5	1.42	0.31	5	55	1	0	55.0	1.0	0.0	1	8	6	4	8.0	3.5	1.87
114	1	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
115	2	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
116	1	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
117	5	178	6	4	55	2	4	30.0	1.13	0.63	3	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
118	0	178	5	4	55	2	4	30.0	1.13	0.63	3	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
119	3	178	5	4	55	2	4	30.0	1.13	0.63	3	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
120	2	121	4	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
121	5	237	7	5	55	3	4	30.5	1.2	0.43	4	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
122	2	237	7	5	55	3	4	30.5	1.2	0.43	4	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
123	0	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
124	0	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
125	1	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
126	2	121	4	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
127	0	121	3	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
128	3	294	8	6	55	3	6	30.5	1.17	0.47	5	55	1	0	55.0	1.0	0.0	1	6	3	6	6.0	2.0	2.83
129	3	241	9	5	55	4	4	31.0	1.3	0.4	4	55	1	0	55.0	1.0	0.0	1	7	4	4	7.0	2.5	2.0
130	3	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
131	0	239	6	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
132	4	180	6	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
133	1	239	6	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
134	0	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
135	0	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
136	4	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
137	1	298	8	6	55	5	2	31.5	1.33	0.25	5	55	1	0	55.0	1.0	0.0	1	8	5	2	8.0	3.0	1.5
138	0	239	6	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
139	0	239	8	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
140	3	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
141	4	239	8	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
142	1	239	6	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
143	2	298	9	6	55	5	2	31.5	1.33	0.25	5	55	1	0	55.0	1.0	0.0	1	8	5	2	8.0	3.0	1.5
144	1	298	8	6	55	5	2	31.5	1.33	0.25	5	55	1	0	55.0	1.0	0.0	1	8	5	2	8.0	3.0	1.5
145	1	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
146	3	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
147	0	239	6	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
148	1	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
149	2	355	9	7	55	5	4	31.5	1.29	0.27	6	55	1	0	55.0	1.0	0.0	1	8	5	4	8.0	3.0	1.9
150	2	239	8	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
151	1	298	7	6	55	5	2	31.5	1.33	0.25	5	55	1	0	55.0	1.0	0.0	1	8	5	2	8.0	3.0	1.5
152	2	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
153	3	180	6	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
154	2	237	7	5	55	3	4	30.5	1.2	0.43	4	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
155	3	122	5	3	55	3	2	30.0	1.33	0.5	2	55	1	0	55.0	1.0	0.0	1	5	3	2	5.0	2.0	1.5
156	2	121	4	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
157	2	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
158	5	243	10	5	55	4	6	31.0	1.3	0.5	4	55	1	0	55.0	1.0	0.0	1	7	4	6	7.0	2.5	2.5
159	4	183	10	4	55	4	4	30.5	1.38	0.59	3	55	1	0	55.0	1.0	0.0	1	6	4	4	6.0	2.5	2.34
160	0	122	5	3	55	3	2	30.0	1.33	0.5	2	55	1	0	55.0	1.0	0.0	1	5	3	2	5.0	2.0	1.5
161	1	3	1	1	3	1	0	3.0	1.0	0.0	0	0	0	0	0.0	0.0	0.0	1	3	1	0	3.0	1.0	0.0
162	3	3	1	1	3	1	0	3.0	1.0	0.0	0	0	0	0	0.0	0.0	0.0	1	3	1	0	3.0	1.0	0.0
163	2	62	2	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
164	2	121	3	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
165	4	3	2	1	3	1	0	3.0	1.0	0.0	0	0	0	0	0.0	0.0	0.0	1	3	1	0	3.0	1.0	0.0
166	1	3	0	1	3	1	0	3.0	1.0	0.0	0	0	0	0	0.0	0.0	0.0	1	3	1	0	3.0	1.0	0.0
167	1	62	1	2	55	1	2	29.5	1.0	0.75	1	55	1	0	55.0	1.0	0.0	1	4	1	2	4.0	1.0	1.5
168	3	121	4	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
169	1	63	3	2	55	2	2	29.5	1.25	0.75	1	55	1	0	55.0	1.0	0.0	1	4	2	2	4.0	1.5	1.5
170	4	176	5	4	55	1	6	29.5	1.0	1.38	3	55	1	0	55.0	1.0	0.0	1	4	1	6	4.0	1.0	5.5
171	0	176	5	4	55	1	6	29.5	1.0	1.38	3	55	1	0	55.0	1.0	0.0	1	4	1	6	4.0	1.0	5.5
172	4	235	7	5	55	2	6	30.0	1.1	0.7	4	55	1	0	55.0	1.0	0.0	1	5	2	6	5.0	1.5	3.5
173	3	294	8	6	55	3	6	30.5	1.17	0.47	5	55	1	0	55.0	1.0	0.0	1	6	3	6	6.0	2.0	2.83
174	3	298	10	6	55	4	6	31.0	1.25	0.42	5	55	1	0	55.0	1.0	0.0	1	7	4	6	7.0	2.5	2.5
175	1	178	5	4	55	2	4	30.0	1.13	0.63	3	55	1	0	55.0	1.0	0.0	1	5	2	4	5.0	1.5	2.5
176	3	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
177	1	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
178	5	300	12	6	55	4	8	31.0	1.25	0.5	5	55	1	0	55.0	1.0	0.0	1	7	4	8	7.0	2.5	3.0
179	1	300	12	6	55	4	8	31.0	1.25	0.5	5	55	1	0	55.0	1.0	0.0	1	7	4	8	7.0	2.5	3.0
180	2	182	7	4	55	3	4	30.5	1.25	0.54	3	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
181	2	241	8	5	55	4	4	31.0	1.3	0.4	4	55	1	0	55.0	1.0	0.0	1	7	4	4	7.0	2.5	2.0
182	4	180	6	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
183	1	121	3	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
184	3	237	6	5	55	3	4	30.5	1.2	0.43	4	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
185	2	237	7	5	55	3	4	30.5	1.2	0.43	4	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
186	5	180	7	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
187	4	239	7	5	55	4	2	31.0	1.3	0.3	4	55	1	0	55.0	1.0	0.0	1	7	4	2	7.0	2.5	1.5
188	4	355	9	7	55	5	4	31.5	1.29	0.27	6	55	1	0	55.0	1.0	0.0	1	8	5	4	8.0	3.0	1.9
189	3	182	7	4	55	3	4	30.5	1.25	0.54	3	55	1	0	55.0	1.0	0.0	1	6	3	4	6.0	2.0	2.17
190	0	121	3	3	55	2	2	30.0	1.17	0.5	2	55	1	0	55.0	1.0	0.0	1	5	2	2	5.0	1.5	1.5
191	2	180	5	4	55	3	2	30.5	1.25	0.38	3	55	1	0	55.0	1.0	0.0	1	6	3	2	6.0	2.0	1.5
